time,round,nbMessages
0,9,288920
0,9,288920
0,9,288920
0,10,288920
0,9,288920
0,10,288920
0,10,288920
0,9,288920
0,9,288920
0,8,288920
0,10,288920
0,9,288920
0,10,288920
0,10,288920
0,10,288920
0,10,288920
0,9,288920
0,11,288920
0,10,288920
0,11,288920
0,9,288920
0,8,288920
0,9,288920
0,10,288920
0,9,288920
0,11,288920
0,11,288920
0,9,288920
0,9,288920
0,9,288920
0,11,288920
0,8,288920
295,10,307840
325,10,307840
312,10,307840
306,8,307840
361,9,307840
340,9,307840
346,9,307840
334,10,307840
359,8,307840
463,10,307840
307,9,307840
340,10,307840
323,10,307840
312,10,307840
294,8,307840
307,11,307840
313,10,307840
552,10,307840
372,9,307840
333,10,307840
300,10,307840
353,11,307840
303,10,307840
340,9,307840
311,11,307840
370,8,307840
420,10,307840
308,9,307840
310,10,307840
357,11,307840
323,9,307840
725,11,307840
294,8,307840
335,10,307840
324,10,307840
331,9,307840
337,10,307840
333,9,307840
435,10,307840
479,8,307840
301,8,307840
311,10,307840
334,9,307840
320,11,307840
326,9,307840
288,9,307840
304,9,307840
328,9,307840
338,8,307840
291,9,307840
317,11,307840
0,9,327360
0,10,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,11,327360
0,10,327360
0,10,327360
0,10,327360
0,10,327360
0,12,327360
0,9,327360
0,9,327360
0,9,327360
0,10,327360
0,8,327360
0,10,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,10,327360
0,10,327360
0,10,327360
0,11,327360
0,10,327360
0,9,327360
0,9,327360
0,9,327360
0,10,327360
0,9,327360
0,9,327360
0,11,327360
0,9,327360
0,11,327360
0,10,327360
0,9,327360
0,8,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,9,327360
0,8,327360
0,10,327360
0,9,327360
0,10,327360
376,9,347480
377,8,347480
357,9,347480
369,10,347480
339,9,347480
374,8,347480
349,8,347480
355,10,347480
363,10,347480
375,9,347480
350,11,347480
355,9,347480
401,10,347480
347,8,347480
347,9,347480
394,11,347480
333,9,347480
476,9,347480
345,8,347480
332,10,347480
453,10,347480
337,9,347480
450,9,347480
348,10,347480
375,9,347480
354,9,347480
408,10,347480
423,10,347480
346,10,347480
351,10,347480
434,10,347480
476,8,347480
585,8,347480
511,9,347480
384,9,347480
536,9,347480
470,9,347480
361,9,347480
384,8,347480
371,10,347480
344,9,347480
349,8,347480
330,9,347480
384,10,347480
347,11,347480
340,9,347480
352,9,347480
339,8,347480
361,10,347480
352,8,347480
452,10,347480
0,9,368200
0,10,368200
0,11,368200
0,9,368200
0,10,368200
0,10,368200
0,9,368200
0,9,368200
0,10,368200
0,9,368200
0,11,368200
0,9,368200
0,10,368200
0,10,368200
0,9,368200
0,11,368200
0,9,368200
0,10,368200
0,9,368200
0,9,368200
0,10,368200
0,9,368200
0,10,368200
0,9,368200
0,9,368200
0,10,368200
0,9,368200
0,9,368200
0,10,368200
0,9,368200
0,11,368200
0,8,368200
0,9,368200
0,9,368200
0,8,368200
0,9,368200
0,8,368200
0,10,368200
0,11,368200
0,9,368200
0,10,368200
0,9,368200
0,11,368200
0,10,368200
0,9,368200
0,12,368200
0,10,368200
0,9,368200
0,11,368200
0,10,368200
0,10,368200
385,9,389520
364,10,389520
382,10,389520
397,10,389520
430,10,389520
387,10,389520
468,10,389520
422,10,389520
399,10,389520
368,10,389520
358,10,389520
430,9,389520
641,9,389520
587,10,389520
514,9,389520
464,10,389520
535,9,389520
541,10,389520
567,11,389520
443,9,389520
427,10,389520
379,8,389520
419,9,389520
432,9,389520
401,9,389520
390,10,389520
400,9,389520
396,9,389520
379,10,389520
391,11,389520
410,9,389520
402,10,389520
405,10,389520
388,10,389520
395,10,389520
399,9,389520
431,9,389520
397,10,389520
376,10,389520
373,9,389520
388,10,389520
390,10,389520
415,8,389520
412,10,389520
399,10,389520
406,10,389520
401,10,389520
389,9,389520
499,10,389520
396,10,389520
398,8,389520
0,9,411440
0,9,411440
0,10,411440
0,9,411440
0,9,411440
0,10,411440
0,10,411440
0,10,411440
0,9,411440
0,10,411440
0,10,411440
0,9,411440
0,10,411440
0,10,411440
0,10,411440
0,9,411440
0,10,411440
0,9,411440
0,10,411440
0,8,411440
0,9,411440
0,9,411440
0,9,411440
0,9,411440
0,11,411440
0,10,411440
0,10,411440
0,10,411440
0,10,411440
0,8,411440
0,9,411440
0,9,411440
0,9,411440
0,8,411440
0,10,411440
0,10,411440
0,10,411440
0,9,411440
0,9,411440
0,9,411440
0,9,411440
0,10,411440
0,10,411440
0,11,411440
0,10,411440
0,9,411440
0,9,411440
0,9,411440
0,10,411440
0,9,411440
0,10,411440
414,9,433960
450,10,433960
432,10,433960
525,10,433960
522,9,433960
645,9,433960
456,10,433960
475,10,433960
436,11,433960
459,9,433960
400,10,433960
402,10,433960
390,9,433960
439,12,433960
409,9,433960
413,10,433960
432,12,433960
440,10,433960
430,10,433960
394,9,433960
409,9,433960
419,10,433960
425,10,433960
427,10,433960
